,temp,dew,humidity,windspeed,sealevelpressure,moonphase,Year,Month,Date_split,winddir
5656,27.3,16.8,55.9,27.7,,0.54,2011,04,20,182.8
5657,31.3,1.5,15.8,18.4,1005.2,0.54,2011,04,20,142.6
5658,29.2,2.9,20.7,18.4,,0.54,2011,04,20,95.8
5659,28.7,11.8,43.8,10.4,,0.54,2011,04,20,283.9
5660,29.6,23.1,69.3,33.5,,0.54,2011,04,20,170.2
5661,28.7,11.8,43.8,11.5,,0.54,2011,04,20,302.6
5662,29.2,23.1,69.8,22.3,,0.54,2011,04,20,263.9
5663,27.9,9.9,35.5,18.4,1007.2,0.54,2011,04,20,285.3
5664,30.6,16.3,47.7,16.6,,0.54,2011,04,20,285.4
5665,28.7,14.1,48.5,24.8,1005.6,0.54,2011,04,20,285.1
5666,29.5,21.3,63.4,24.1,1007.4,0.54,2011,04,20,278.7
5667,34.3,5.1,19.1,11.2,,0.58,2011,04,21,205.6
5668,23.8,19.0,76.8,17.5,,0.58,2011,04,21,170.8
5669,30.9,11.5,32.5,33.5,1005.3,0.58,2011,04,21,109.6
5670,29.5,25.9,82.1,22.3,,0.58,2011,04,21,187.5
5671,28.6,18.3,59.2,23.0,,0.58,2011,04,21,154.8
5672,31.6,3.4,17.9,22.3,1005.1,0.58,2011,04,21,172.5
5673,30.1,3.2,19.6,13.0,,0.58,2011,04,21,141.5
5674,30.0,8.2,28.6,11.2,1003.7,0.58,2011,04,21,248.2
5675,29.0,23.7,74.3,27.7,,0.58,2011,04,21,171.8
5676,30.1,8.0,28.3,11.2,1003.7,0.58,2011,04,21,238.3
5677,29.0,24.0,74.7,22.0,,0.58,2011,04,21,268.2
5678,29.1,8.5,30.8,30.9,1007.5,0.58,2011,04,21,204.7
5679,31.3,10.3,30.0,18.4,,0.58,2011,04,21,275.8
5680,28.9,13.5,45.9,25.9,1005.5,0.58,2011,04,21,300.5
5681,29.5,21.6,64.6,22.7,1007.4,0.58,2011,04,21,254.2
5682,34.4,3.6,17.2,11.2,,0.63,2011,04,22,233.0
5683,22.9,20.3,87.6,25.9,,0.63,2011,04,22,181.7
5684,30.3,9.8,33.6,19.4,1006.2,0.63,2011,04,22,110.2
5685,28.4,25.5,85.9,22.3,,0.63,2011,04,22,141.2
5686,25.4,18.5,68.1,18.4,,0.63,2011,04,22,156.7
5687,31.4,10.3,31.3,25.9,1005.5,0.63,2011,04,22,107.3
5688,30.1,2.0,18.3,18.4,,0.63,2011,04,22,188.0
5689,29.6,8.4,30.6,14.8,1003.6,0.63,2011,04,22,198.5
5690,27.5,23.2,78.2,14.8,,0.63,2011,04,22,207.3
5691,29.7,8.3,30.5,14.8,1003.6,0.63,2011,04,22,207.7
5692,28.9,24.1,75.6,24.1,,0.63,2011,04,22,236.7
5693,29.0,7.9,28.9,22.1,1007.1,0.63,2011,04,22,253.8
5694,30.6,9.6,29.4,20.9,,0.63,2011,04,22,251.7
5695,28.6,13.5,47.9,24.5,1005.9,0.63,2011,04,22,298.0
5696,28.9,22.6,70.1,23.8,1007.4,0.63,2011,04,22,231.8
5697,35.1,-0.3,11.7,13.3,,0.67,2011,04,23,208.0
5698,22.3,20.1,88.8,21.3,,0.67,2011,04,23,108.8
5699,31.2,10.6,30.6,25.9,1004.9,0.67,2011,04,23,203.9
5700,27.2,24.7,87.1,16.6,,0.67,2011,04,23,101.1
5701,27.1,17.5,62.3,13.0,,0.67,2011,04,23,117.4
5702,32.1,9.7,26.4,22.3,1004.6,0.67,2011,04,23,159.8
5703,30.9,3.3,18.8,14.8,,0.67,2011,04,23,176.0
5704,30.5,8.9,29.8,16.6,1001.8,0.67,2011,04,23,247.8
5705,29.6,23.0,69.9,16.6,,0.67,2011,04,23,192.5
5706,30.6,9.0,29.9,13.0,1001.8,0.67,2011,04,23,273.7
5707,28.9,24.1,75.7,23.4,,0.67,2011,04,23,223.9
5708,29.7,10.0,33.4,9.4,1005.5,0.67,2011,04,23,222.1
5709,30.6,11.5,35.6,18.0,,0.67,2011,04,23,227.2
5710,29.0,14.5,47.2,14.0,1005.2,0.67,2011,04,23,197.5
5711,28.7,23.8,75.9,23.0,1006.7,0.67,2011,04,23,237.0
5712,34.2,0.7,13.8,13.7,,0.72,2011,04,24,233.8
5713,24.2,19.6,78.0,13.0,,0.72,2011,04,24,165.0
5714,32.5,7.6,24.1,17.6,1003.9,0.72,2011,04,24,211.7
5715,28.4,24.2,79.5,18.4,,0.72,2011,04,24,182.9
5716,27.9,17.6,60.3,13.1,,0.72,2011,04,24,133.4
5717,33.0,7.3,23.3,22.3,1004.1,0.72,2011,04,24,208.2
5718,31.8,3.3,17.8,18.4,,0.72,2011,04,24,201.1
5719,30.9,11.3,36.4,11.2,1001.2,0.72,2011,04,24,201.0
5720,29.7,22.8,67.6,24.1,,0.72,2011,04,24,177.5
5721,30.9,11.2,36.3,11.2,1001.2,0.72,2011,04,24,207.7
5722,29.3,24.2,74.7,24.1,,0.72,2011,04,24,235.1
5723,31.7,10.3,29.7,13.0,1003.9,0.72,2011,04,24,207.2
5724,30.7,12.3,34.0,18.4,,0.72,2011,04,24,121.3
5725,28.7,15.2,47.4,18.0,1006.2,0.72,2011,04,24,190.5
5726,28.7,23.4,73.5,25.6,1006.9,0.72,2011,04,24,238.7
5727,35.4,7.1,21.5,16.6,,0.77,2011,04,25,282.1
5728,25.0,19.5,74.4,14.8,,0.77,2011,04,25,90.9
5729,32.4,5.0,21.2,16.6,1003.7,0.77,2011,04,25,197.9
5730,28.5,25.6,84.9,18.4,,0.77,2011,04,25,131.8
5731,28.7,16.8,55.2,13.1,,0.77,2011,04,25,121.1
5732,33.2,0.2,13.5,20.5,1003.6,0.77,2011,04,25,288.3
5733,32.2,4.9,20.7,16.6,,0.77,2011,04,25,216.3
5734,30.4,16.1,45.9,22.3,999.8,0.77,2011,04,25,126.5
5735,27.5,22.1,73.7,22.3,,0.77,2011,04,25,168.8
5736,30.4,16.2,45.9,22.3,999.8,0.77,2011,04,25,127.0
5737,29.3,23.2,70.1,27.7,,0.77,2011,04,25,291.2
5738,32.7,10.9,30.5,29.3,1003.5,0.77,2011,04,25,202.1
5739,28.5,17.6,54.6,37.1,,0.77,2011,04,25,103.3
5740,28.3,15.9,53.6,13.7,1005.7,0.77,2011,04,25,213.7
5741,29.6,21.4,62.9,27.0,1007.0,0.77,2011,04,25,268.4
5742,35.4,9.9,26.4,18.4,,0.82,2011,04,26,296.7
5743,25.6,18.1,67.7,15.6,,0.82,2011,04,26,120.0
5744,33.2,-1.2,12.4,14.8,1003.6,0.82,2011,04,26,105.9
5745,28.9,25.6,83.7,22.3,,0.82,2011,04,26,140.3
5746,29.3,17.3,55.2,16.6,,0.82,2011,04,26,148.8
5747,33.9,-1.6,11.3,22.3,1004.2,0.82,2011,04,26,167.7
5748,33.3,6.4,21.2,22.3,,0.82,2011,04,26,148.6
5749,26.4,16.4,56.5,22.3,1003.8,0.82,2011,04,26,84.1
5750,27.2,19.6,64.9,18.4,,0.82,2011,04,26,143.2
5751,26.4,16.9,57.6,27.7,1003.8,0.82,2011,04,26,82.7
5752,29.6,22.7,66.5,26.6,,0.82,2011,04,26,309.7
5753,30.7,13.6,37.5,22.3,1006.0,0.82,2011,04,26,98.2
5754,27.6,19.2,61.5,22.7,,0.82,2011,04,26,118.1
5755,29.1,14.2,48.5,15.8,1005.4,0.82,2011,04,26,219.0
5756,30.0,21.5,62.1,28.1,1007.1,0.82,2011,04,26,275.7
5757,35.4,10.3,26.2,15.1,,0.87,2011,04,27,317.0
5758,27.0,17.1,61.3,16.5,,0.87,2011,04,27,94.4
5759,32.7,5.1,19.6,37.1,1003.2,0.87,2011,04,27,118.8
5760,29.5,25.3,79.6,20.5,,0.87,2011,04,27,150.3
5761,29.5,16.8,53.5,15.8,,0.87,2011,04,27,161.0
5762,33.9,0.1,12.8,18.4,1003.2,0.87,2011,04,27,23.2
5763,31.9,10.4,28.6,13.0,,0.87,2011,04,27,159.7
5764,29.7,17.9,53.3,18.4,,0.87,2011,04,27,72.7
5765,27.7,22.4,74.7,13.0,,0.87,2011,04,27,96.3
5766,29.7,17.9,53.3,18.4,,0.87,2011,04,27,74.2
5767,29.6,23.6,70.7,26.6,,0.87,2011,04,27,285.2
5768,29.9,15.4,43.4,18.4,1005.4,0.87,2011,04,27,116.8
5769,29.9,18.2,52.1,19.8,,0.87,2011,04,27,102.6
5770,29.5,14.3,48.5,20.2,1003.9,0.87,2011,04,27,269.5
5771,30.5,22.3,63.6,25.9,1006.1,0.87,2011,04,27,224.0
5772,35.4,10.7,25.1,21.6,,0.91,2011,04,28,316.3
5773,26.4,18.5,65.9,17.5,,0.91,2011,04,28,198.7
5774,33.3,8.1,23.8,31.3,1001.6,0.91,2011,04,28,132.8
5775,29.8,26.4,82.9,24.1,,0.91,2011,04,28,169.8
5776,30.1,15.0,47.5,16.6,,0.91,2011,04,28,198.7
5777,34.3,4.8,17.6,18.4,1001.3,0.91,2011,04,28,137.1
5778,33.7,7.4,22.5,16.6,,0.91,2011,04,28,225.7
5779,31.7,18.2,47.6,9.4,999.9,0.91,2011,04,28,114.3
5780,27.5,21.2,70.1,22.3,,0.91,2011,04,28,52.9
5781,31.6,18.2,47.7,9.4,999.9,0.91,2011,04,28,153.6
5782,29.4,25.0,78.0,23.8,,0.91,2011,04,28,296.5
5783,32.7,15.2,37.2,14.8,1002.3,0.91,2011,04,28,165.2
5784,31.3,18.1,46.6,16.6,,0.91,2011,04,28,149.7
5785,29.1,15.9,55.7,22.7,1002.9,0.91,2011,04,28,269.8
5786,30.8,22.8,64.2,21.2,1004.9,0.91,2011,04,28,238.7
5787,34.5,14.8,32.5,23.4,,0.94,2011,04,29,302.3
5788,27.1,18.5,61.5,22.3,,0.94,2011,04,29,266.4
5789,33.9,6.4,20.6,29.5,1001.8,0.94,2011,04,29,243.6
5790,31.1,26.5,78.4,22.3,,0.94,2011,04,29,171.9
5791,31.0,14.2,41.5,18.4,,0.94,2011,04,29,153.7
5792,34.5,4.5,16.4,20.5,1002.1,0.94,2011,04,29,211.5
5793,34.8,6.6,18.1,22.3,,0.94,2011,04,29,312.3
5794,33.1,17.6,43.2,61.2,997.6,0.94,2011,04,29,171.6
5795,29.0,23.4,73.5,18.4,,0.94,2011,04,29,94.2
5796,33.2,17.8,43.4,61.2,997.6,0.94,2011,04,29,161.3
5797,29.3,24.6,75.9,29.5,,0.94,2011,04,29,288.0
5798,33.9,11.2,27.4,24.1,1001.7,0.94,2011,04,29,223.9
5799,30.4,18.6,50.2,22.3,,0.94,2011,04,29,101.4
5800,29.3,18.1,57.6,25.2,1004.0,0.94,2011,04,29,285.8
5801,30.7,23.0,64.6,25.6,1005.9,0.94,2011,04,29,286.2
5802,34.3,16.9,38.4,20.5,,0.97,2011,04,30,284.9
5803,26.5,19.3,66.5,16.6,,0.97,2011,04,30,226.3
5804,34.7,6.8,18.8,27.7,1003.2,0.97,2011,04,30,58.1
5805,30.8,26.0,76.6,22.3,,0.97,2011,04,30,132.9
5806,30.5,18.9,54.2,17.3,,0.97,2011,04,30,132.4
5807,35.1,8.6,20.9,27.0,1003.7,0.97,2011,04,30,181.8
5808,33.6,8.2,22.0,20.5,,0.97,2011,04,30,298.3
5809,32.8,20.8,51.2,14.8,1001.2,0.97,2011,04,30,169.1
5810,30.3,23.7,69.6,22.3,,0.97,2011,04,30,148.5
5811,32.9,21.0,51.4,14.8,1001.2,0.97,2011,04,30,167.0
5812,30.0,24.5,72.5,26.6,,0.97,2011,04,30,306.8
5813,34.5,11.0,25.4,26.5,1003.3,0.97,2011,04,30,233.8
5814,31.2,20.4,54.2,22.3,,0.97,2011,04,30,104.1
5815,30.2,16.3,50.3,20.2,1004.2,0.97,2011,04,30,222.1
5816,30.8,23.1,64.6,26.3,1006.8,0.97,2011,04,30,289.3
5817,35.1,15.4,33.7,20.9,,0.99,2011,05,01,297.5
5818,26.1,18.4,64.8,15.6,,0.99,2011,05,01,235.0
5819,35.0,9.5,22.3,28.4,1003.9,0.99,2011,05,01,160.7
5820,30.9,26.9,80.5,22.3,,0.99,2011,05,01,111.6
5821,29.1,18.5,59.0,17.2,,0.99,2011,05,01,164.2
5822,35.3,9.9,22.4,26.6,1004.3,0.99,2011,05,01,184.5
5823,34.2,7.2,19.3,14.8,,0.99,2011,05,01,294.7
5824,33.4,20.0,48.8,11.2,999.4,0.99,2011,05,01,202.7
5825,30.2,24.2,71.2,27.7,,0.99,2011,05,01,194.3
5826,33.4,20.0,48.8,11.2,999.4,0.99,2011,05,01,201.4
5827,29.7,24.9,75.3,22.3,,0.99,2011,05,01,272.9
5828,33.9,10.6,25.9,27.7,1003.0,0.99,2011,05,01,234.8
5829,32.0,20.5,53.1,19.1,,0.99,2011,05,01,123.9
5830,30.4,17.4,52.1,24.5,1005.5,0.99,2011,05,01,275.2
5831,31.1,23.4,64.7,27.0,1007.8,0.99,2011,05,01,301.1
5832,34.7,12.1,28.9,25.9,,1.0,2011,05,02,282.6
5833,26.1,18.7,66.2,20.5,,1.0,2011,05,02,250.8
5834,34.9,8.0,20.6,37.1,1003.1,1.0,2011,05,02,296.6
5835,31.4,26.9,79.6,20.5,,1.0,2011,05,02,192.9
5836,31.2,15.0,45.0,16.6,,1.0,2011,05,02,240.0
5837,34.5,7.6,20.4,33.5,1004.1,1.0,2011,05,02,295.4
5838,33.5,11.3,26.4,25.9,,1.0,2011,05,02,291.0
5839,33.8,16.2,37.7,22.3,996.1,1.0,2011,05,02,226.4
5840,29.4,22.7,68.3,29.5,,1.0,2011,05,02,156.3
5841,33.8,16.2,37.7,19.4,996.1,1.0,2011,05,02,228.0
5842,29.0,24.5,76.9,25.9,,1.0,2011,05,02,271.4
5843,33.6,11.5,27.5,16.3,1000.3,1.0,2011,05,02,192.5
5844,31.6,17.8,45.7,22.3,,1.0,2011,05,02,141.7
5845,29.8,17.2,52.3,25.6,1006.1,1.0,2011,05,02,290.2
5846,30.3,22.0,62.4,32.4,1007.8,1.0,2011,05,02,266.2
5847,33.2,16.3,40.6,22.3,,0.0,2011,05,03,267.8
5848,26.8,19.1,65.3,18.4,,0.0,2011,05,03,283.9
5849,33.8,9.6,24.1,25.2,1002.2,0.0,2011,05,03,284.4
5850,32.3,27.2,76.8,18.4,,0.0,2011,05,03,183.0
5851,32.4,11.7,32.8,20.5,,0.0,2011,05,03,227.0
5852,32.7,9.0,26.0,33.5,1003.4,0.0,2011,05,03,284.6
5853,34.3,12.3,28.5,29.5,,0.0,2011,05,03,286.8
5854,32.9,19.7,48.7,14.0,999.6,0.0,2011,05,03,193.6
5855,28.9,24.2,77.0,42.5,,0.0,2011,05,03,186.4
5856,32.8,19.8,49.2,11.2,999.6,0.0,2011,05,03,194.0
5857,28.8,23.7,74.3,25.9,,0.0,2011,05,03,289.2
5858,34.2,12.6,29.5,33.5,999.4,0.0,2011,05,03,226.0
5859,33.5,15.2,39.9,18.4,,0.0,2011,05,03,159.5
5860,28.6,15.2,50.1,25.9,1006.5,0.0,2011,05,03,291.5
5861,29.5,23.2,70.3,34.9,1007.9,0.0,2011,05,03,254.6
5862,32.8,18.8,47.7,22.3,,0.01,2011,05,04,258.6
5863,26.2,19.5,68.3,27.7,,0.01,2011,05,04,272.9
5864,33.4,11.6,28.8,25.9,1003.1,0.01,2011,05,04,281.5
5865,32.7,24.7,64.7,22.3,,0.01,2011,05,04,216.3
5866,32.3,8.3,24.5,18.8,,0.01,2011,05,04,240.1
5867,31.5,12.2,35.0,26.3,1004.9,0.01,2011,05,04,278.5
5868,34.2,11.7,26.5,22.3,,0.01,2011,05,04,279.2
5869,33.3,21.0,50.6,20.5,998.8,0.01,2011,05,04,100.3
5870,27.1,22.6,77.0,22.3,,0.01,2011,05,04,174.3
5871,33.3,21.3,51.3,20.5,998.8,0.01,2011,05,04,93.7
5872,29.3,23.7,71.7,24.1,,0.01,2011,05,04,288.2
5873,33.2,14.3,32.7,17.1,1000.9,0.01,2011,05,04,194.8
5874,30.8,20.5,57.0,23.0,,0.01,2011,05,04,96.8
5875,28.0,16.5,55.6,28.8,1008.0,0.01,2011,05,04,297.4
5876,29.0,23.8,73.9,32.4,1009.0,0.01,2011,05,04,238.4
5877,33.1,20.5,50.6,20.5,,0.02,2011,05,05,247.7
5878,27.6,17.4,59.0,16.6,,0.02,2011,05,05,221.1
5879,33.2,12.7,31.6,25.2,1003.5,0.02,2011,05,05,276.2
5880,33.1,23.3,57.9,18.4,,0.02,2011,05,05,200.8
5881,31.6,8.1,24.4,20.5,,0.02,2011,05,05,320.1
5882,31.7,13.1,36.4,27.7,1004.8,0.02,2011,05,05,284.2
5883,33.2,11.6,27.8,14.8,,0.02,2011,05,05,272.4
5884,31.1,18.6,50.5,27.7,999.4,0.02,2011,05,05,105.2
5885,28.9,22.4,69.5,14.8,,0.02,2011,05,05,161.3
5886,31.0,19.1,51.5,27.7,999.4,0.02,2011,05,05,104.5
5887,29.2,23.1,69.7,22.3,,0.02,2011,05,05,285.6
5888,32.4,19.4,47.6,20.5,1003.1,0.02,2011,05,05,104.8
5889,30.5,22.7,64.1,19.1,,0.02,2011,05,05,92.5
5890,27.6,15.3,56.0,22.7,1007.9,0.02,2011,05,05,293.7
5891,28.9,24.4,76.9,31.7,1009.0,0.02,2011,05,05,236.9
5892,32.9,14.5,38.0,18.4,,0.05,2011,05,06,250.6
5893,28.1,15.5,51.9,17.7,,0.05,2011,05,06,267.7
5894,33.5,11.5,28.4,37.1,1003.0,0.05,2011,05,06,275.1
5895,33.0,24.2,63.3,22.3,,0.05,2011,05,06,193.5
5896,32.0,8.0,23.7,18.0,,0.05,2011,05,06,300.9
5897,31.9,12.2,33.9,27.7,1004.5,0.05,2011,05,06,282.6
5898,33.7,10.1,24.3,16.6,,0.05,2011,05,06,286.3
5899,32.7,20.1,50.8,14.8,999.4,0.05,2011,05,06,105.6
5900,29.9,24.6,74.1,14.8,,0.05,2011,05,06,104.2
5901,32.6,20.1,50.8,14.8,999.4,0.05,2011,05,06,100.2
5902,29.3,23.6,71.4,22.3,,0.05,2011,05,06,272.2
5903,30.7,18.2,49.1,27.7,1003.8,0.05,2011,05,06,98.3
5904,32.7,19.4,47.7,22.3,,0.05,2011,05,06,98.6
5905,27.8,16.4,56.2,25.6,1007.1,0.05,2011,05,06,284.9
5906,28.9,23.5,73.3,33.1,1008.6,0.05,2011,05,06,237.2
5907,33.7,19.1,45.8,16.2,,0.08,2011,05,07,259.7
5908,26.5,15.1,52.8,25.0,,0.08,2011,05,07,280.2
5909,33.0,6.0,19.2,33.5,1002.1,0.08,2011,05,07,291.3
5910,33.8,23.4,61.2,22.3,,0.08,2011,05,07,208.0
5911,31.9,7.1,22.5,27.7,,0.08,2011,05,07,288.1
5912,31.6,9.6,29.0,24.1,1003.5,0.08,2011,05,07,296.1
5913,32.7,10.7,28.1,25.9,,0.08,2011,05,07,270.5
5914,31.9,18.5,48.9,18.4,999.6,0.08,2011,05,07,267.6
5915,29.9,24.4,74.4,18.4,,0.08,2011,05,07,145.2
5916,31.8,18.8,49.8,18.4,999.6,0.08,2011,05,07,173.4
5917,29.2,24.1,73.8,22.3,,0.08,2011,05,07,255.2
5918,30.6,15.2,41.1,18.4,1003.1,0.08,2011,05,07,242.9
5919,32.2,19.5,49.8,27.7,,0.08,2011,05,07,149.8
5920,27.0,15.9,57.0,26.3,1007.0,0.08,2011,05,07,280.5
5921,28.9,24.2,76.5,32.0,1007.9,0.08,2011,05,07,238.3
5922,35.0,17.9,42.8,16.6,,0.13,2011,05,08,232.9
5923,26.3,15.9,56.4,22.3,,0.13,2011,05,08,266.2
5924,33.4,9.0,23.7,27.7,1001.8,0.13,2011,05,08,303.0
5925,33.0,23.1,58.2,24.1,,0.13,2011,05,08,199.2
5926,31.8,7.9,24.8,27.7,,0.13,2011,05,08,276.7
5927,33.2,12.6,32.2,25.9,1002.1,0.13,2011,05,08,289.2
5928,34.2,8.5,22.8,20.5,,0.13,2011,05,08,208.4
5929,31.8,18.3,51.6,10.8,997.7,0.13,2011,05,08,315.7
5930,29.1,23.1,71.5,16.6,,0.13,2011,05,08,205.3
5931,31.7,18.3,51.6,12.6,997.7,0.13,2011,05,08,299.6
5932,29.3,24.8,76.8,22.3,,0.13,2011,05,08,281.1
5933,32.4,14.3,36.0,22.3,1000.7,0.13,2011,05,08,241.4
5934,32.1,17.6,45.1,14.8,,0.13,2011,05,08,159.4
5935,28.0,16.7,58.1,25.2,1005.3,0.13,2011,05,08,281.7
5936,29.0,25.1,80.0,29.2,1006.5,0.13,2011,05,08,231.6
5937,35.5,13.9,32.9,18.0,,0.18,2011,05,09,265.1
5938,27.2,17.0,57.2,18.5,,0.18,2011,05,09,256.3
5939,34.6,9.5,23.2,77.8,1002.0,0.18,2011,05,09,296.6
5940,32.8,23.2,61.5,22.3,,0.18,2011,05,09,197.9
5941,31.6,11.3,30.0,25.6,,0.18,2011,05,09,248.4
5942,34.2,11.3,28.4,28.1,1002.6,0.18,2011,05,09,287.5
5943,35.6,5.3,16.2,29.5,,0.18,2011,05,09,286.6
5944,33.3,16.1,41.7,14.8,996.0,0.18,2011,05,09,206.9
5945,31.3,24.7,69.1,24.1,,0.18,2011,05,09,190.4
5946,33.2,16.0,41.7,14.8,996.0,0.18,2011,05,09,223.3
5947,29.2,24.6,76.3,20.5,,0.18,2011,05,09,267.2
5948,34.3,12.7,30.1,20.5,998.9,0.18,2011,05,09,244.2
5949,33.8,15.8,36.4,17.3,,0.18,2011,05,09,137.5
5950,28.4,17.9,57.6,25.9,1005.5,0.18,2011,05,09,282.3
5951,29.4,24.6,76.1,32.8,1006.9,0.18,2011,05,09,236.5
5952,33.9,17.0,42.2,25.9,,0.23,2011,05,10,257.8
5953,27.1,16.6,55.6,25.0,,0.23,2011,05,10,251.8
5954,34.4,7.3,20.7,33.5,1002.0,0.23,2011,05,10,286.6
5955,32.3,24.0,65.6,24.1,,0.23,2011,05,10,194.6
5956,29.3,12.4,36.1,18.4,,0.23,2011,05,10,292.7
5957,33.4,8.9,25.9,33.5,1003.1,0.23,2011,05,10,286.2
5958,35.0,6.6,18.3,28.4,,0.23,2011,05,10,286.0
5959,34.6,15.7,37.7,22.3,996.3,0.23,2011,05,10,307.4
5960,32.3,25.8,69.2,22.3,,0.23,2011,05,10,170.0
5961,34.6,15.5,37.5,22.3,996.3,0.23,2011,05,10,314.9
5962,29.3,23.9,73.0,22.3,,0.23,2011,05,10,277.7
5963,35.1,11.3,25.3,21.3,998.8,0.23,2011,05,10,208.5
5964,32.4,17.0,42.5,20.5,,0.23,2011,05,10,109.1
5965,28.2,16.8,55.0,24.8,1006.5,0.23,2011,05,10,286.7
5966,29.3,24.1,74.1,35.6,1007.7,0.23,2011,05,10,239.9
5967,34.4,14.5,36.1,25.9,,0.28,2011,05,11,264.1
5968,26.0,17.7,62.0,20.3,,0.28,2011,05,11,245.4
5969,34.2,9.4,25.0,33.5,1002.1,0.28,2011,05,11,279.1
5970,32.2,24.4,67.2,22.3,,0.28,2011,05,11,191.4
5971,31.7,9.1,27.2,16.6,,0.28,2011,05,11,246.4
5972,32.7,10.3,29.9,31.3,1003.5,0.28,2011,05,11,281.7
5973,35.5,11.6,25.7,24.1,,0.28,2011,05,11,287.9
5974,34.1,14.6,34.0,23.4,999.5,0.28,2011,05,11,240.7
5975,29.8,24.8,75.6,37.1,,0.28,2011,05,11,161.7
5976,34.4,14.4,33.3,22.3,999.5,0.28,2011,05,11,247.4
5977,29.0,23.8,73.9,22.3,,0.28,2011,05,11,280.3
5978,35.8,12.8,26.8,18.4,998.7,0.28,2011,05,11,218.9
5979,32.6,18.3,46.0,18.4,,0.28,2011,05,11,93.6
5980,28.4,13.2,46.8,28.8,1006.3,0.28,2011,05,11,291.0
5981,29.3,23.9,73.2,33.8,1008.0,0.28,2011,05,11,246.4
5982,33.8,18.4,44.1,18.7,,0.34,2011,05,12,241.0
5983,25.6,18.9,68.6,24.1,,0.34,2011,05,12,260.1
5984,34.8,10.5,25.2,27.7,1002.0,0.34,2011,05,12,279.2
5985,31.6,24.3,67.1,25.9,,0.34,2011,05,12,188.6
5986,33.0,9.2,26.5,14.6,,0.34,2011,05,12,251.2
5987,32.9,12.3,32.8,25.6,1003.4,0.34,2011,05,12,275.5
5988,36.0,12.2,26.4,25.2,,0.34,2011,05,12,289.1
5989,34.5,16.9,37.2,20.2,998.4,0.34,2011,05,12,197.7
5990,30.8,25.1,72.1,22.3,,0.34,2011,05,12,147.5
5991,34.8,16.7,36.3,19.1,998.4,0.34,2011,05,12,199.9
5992,29.3,23.1,69.3,22.3,,0.34,2011,05,12,278.5
5993,36.5,12.8,25.4,24.5,998.5,0.34,2011,05,12,234.3
5994,32.6,16.8,41.5,25.2,,0.34,2011,05,12,96.1
5995,27.9,16.1,55.9,25.9,1006.5,0.34,2011,05,12,292.2
5996,29.2,24.3,75.4,32.4,1007.2,0.34,2011,05,12,236.8
5997,33.8,19.7,48.9,18.4,,0.39,2011,05,13,240.9
5998,25.3,19.3,70.9,25.9,,0.39,2011,05,13,279.0
5999,34.9,10.8,26.8,33.5,1002.3,0.39,2011,05,13,269.3
6000,31.1,25.3,72.9,22.3,,0.39,2011,05,13,177.9
6001,33.1,8.7,24.9,18.4,,0.39,2011,05,13,187.4
6002,32.9,13.5,35.7,25.9,1003.6,0.39,2011,05,13,275.6
6003,35.2,14.5,31.6,18.4,,0.39,2011,05,13,286.7
6004,32.5,20.8,51.5,25.9,1000.6,0.39,2011,05,13,158.1
6005,31.3,26.1,74.7,20.5,,0.39,2011,05,13,160.8
6006,32.4,20.6,51.4,25.9,1000.6,0.39,2011,05,13,153.0
6007,29.4,23.5,70.8,20.5,,0.39,2011,05,13,289.2
6008,34.3,15.0,33.0,21.6,1002.0,0.39,2011,05,13,146.5
6009,33.1,20.1,49.4,22.7,,0.39,2011,05,13,86.7
6010,28.5,16.2,55.0,27.4,1006.8,0.39,2011,05,13,295.0
6011,29.2,24.6,76.7,31.3,1008.4,0.39,2011,05,13,234.3
6012,34.7,18.4,43.2,18.4,,0.44,2011,05,14,256.2
6013,25.6,19.0,68.2,20.6,,0.44,2011,05,14,250.2
6014,35.0,9.9,23.8,33.5,1002.4,0.44,2011,05,14,288.0
6015,31.2,25.4,73.1,22.3,,0.44,2011,05,14,181.7
6016,33.0,10.5,27.5,22.3,,0.44,2011,05,14,166.0
6017,33.5,12.5,33.0,27.7,1003.4,0.44,2011,05,14,286.7
6018,35.1,10.9,24.6,24.1,,0.44,2011,05,14,239.6
6019,34.2,20.6,49.1,14.8,1000.6,0.44,2011,05,14,192.9
6020,29.8,24.4,74.2,27.7,,0.44,2011,05,14,140.4
6021,34.2,20.5,49.1,14.8,1000.6,0.44,2011,05,14,280.3
6022,29.4,24.6,75.7,24.1,,0.44,2011,05,14,301.0
6023,34.8,14.0,30.7,14.8,1001.5,0.44,2011,05,14,152.2
6024,34.2,18.2,42.4,18.4,,0.44,2011,05,14,108.1
6025,29.1,17.6,57.4,25.6,1006.0,0.44,2011,05,14,305.2
6026,29.3,24.9,77.6,31.7,1007.9,0.44,2011,05,14,239.3
6027,35.0,18.5,41.9,16.6,,0.47,2011,05,15,254.0
6028,26.6,17.8,61.2,12.0,,0.47,2011,05,15,249.1
6029,35.6,8.5,20.7,21.6,1003.4,0.47,2011,05,15,264.3
6030,30.7,26.3,78.7,25.9,,0.47,2011,05,15,175.8
6031,32.1,11.3,30.7,22.3,,0.47,2011,05,15,213.9
6032,34.1,11.7,29.5,22.0,1004.2,0.47,2011,05,15,271.2
6033,35.4,7.6,19.3,13.0,,0.47,2011,05,15,305.3
6034,35.5,18.3,39.2,10.1,1002.5,0.47,2011,05,15,164.5
