,City,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,windspeed,winddir,sealevelpressure,cloudcover,visibility,moonphase,conditions,Year,Month,Date_split,sunrise h,sunrise m,sunrise s,sunset h,sunset m,sunset s
0,2.0,34.7,21.1,27.5,32.5,21.1,26.7,10.0,36.87,14.8,200.0,1007.2,27.5,5.5,0.88,2.0,2008,4,1,6,12,34,18,36,7
1,5.0,32.7,18.1,26.2,30.9,18.1,25.6,8.9,34.64,25.9,247.5,1007.6,17.5,4.0,0.88,5.0,2008,4,1,6,18,57,18,42,3
2,11.0,31.1,20.1,25.5,30.0,20.1,25.2,12.7,46.64,25.9,129.6,1007.7,65.0,2.9,0.88,11.0,2008,4,1,6,11,0,18,39,17
3,13.0,32.2,18.4,24.4,30.8,18.4,24.1,13.8,55.26,7.6,271.3,1009.4,11.3,7.0,0.88,13.0,2008,4,1,6,28,39,18,48,22
4,14.0,29.2,23.9,26.2,31.0,23.9,27.0,21.1,74.45,11.2,236.7,1010.6,25.0,4.0,0.88,14.0,2008,4,1,6,31,40,18,53,31
5,2.0,34.1,22.1,28.1,32.3,22.1,27.4,10.8,35.36,22.3,267.1,1007.5,7.5,4.0,0.92,2.0,2008,4,2,6,11,37,18,36,29
6,5.0,34.4,20.7,27.2,32.9,20.7,26.6,11.0,38.86,14.8,296.3,1007.7,12.5,4.0,0.92,5.0,2008,4,2,6,18,0,18,42,24
7,11.0,35.1,20.6,28.1,33.3,20.6,27.5,12.9,42.11,25.9,169.8,1007.9,52.4,2.9,0.92,11.0,2008,4,2,6,9,52,18,39,50
8,13.0,32.6,18.4,24.8,30.5,18.4,24.2,12.3,52.12,9.4,233.8,1009.9,2.5,7.0,0.92,13.0,2008,4,2,6,27,50,18,48,36
9,14.0,30.1,22.4,26.5,31.2,22.4,27.0,20.6,71.93,11.2,236.7,1011.3,8.8,4.0,0.92,14.0,2008,4,2,6,30,46,18,53,50
10,2.0,33.4,21.2,26.0,32.0,21.2,25.6,12.3,44.25,22.3,185.0,1008.5,55.0,4.0,0.96,2.0,2008,4,3,6,10,39,18,36,52
11,5.0,32.4,22.4,26.6,30.4,22.4,26.0,9.8,36.45,27.7,148.3,1008.4,21.7,4.0,0.96,5.0,2008,4,3,6,17,4,18,42,46
12,11.0,26.4,18.1,22.3,26.4,18.1,22.3,13.8,59.49,25.9,223.7,1009.6,88.6,2.4,0.96,11.0,2008,4,3,6,8,43,18,40,24
13,13.0,31.4,17.7,23.4,29.2,17.7,23.1,11.6,53.42,11.2,276.7,1010.8,0.0,7.4,0.96,13.0,2008,4,3,6,27,1,18,48,50
14,14.0,35.2,23.7,27.2,33.9,23.7,27.1,18.3,62.11,11.2,241.4,1011.6,7.5,4.0,0.96,14.0,2008,4,3,6,29,53,18,54,8
15,2.0,33.9,19.1,25.0,32.4,19.1,24.6,12.0,47.57,29.5,174.0,1007.7,40.0,4.0,0.99,2.0,2008,4,4,6,9,42,18,37,14
16,5.0,32.1,19.7,24.9,30.1,19.7,24.2,9.8,42.4,25.9,216.0,1007.7,18.3,4.0,0.99,5.0,2008,4,4,6,16,7,18,43,7
17,11.0,29.1,18.1,21.3,29.0,18.1,21.3,14.0,65.04,25.9,99.1,1009.2,70.1,2.7,0.99,11.0,2008,4,4,6,7,35,18,40,57
18,13.0,32.1,18.9,25.6,30.7,18.9,25.2,14.5,54.41,5.4,231.7,1008.2,15.7,7.4,0.99,13.0,2008,4,4,6,26,13,18,49,3
19,14.0,30.4,23.9,26.3,32.4,23.9,26.9,20.4,71.07,11.2,241.4,1010.0,35.0,4.0,0.99,14.0,2008,4,4,6,28,59,18,54,27
20,2.0,31.4,17.1,24.6,29.9,17.1,24.3,11.7,48.29,25.9,223.3,1011.0,52.5,4.8,1.0,2.0,2008,4,5,6,8,44,18,37,37
21,5.0,32.4,20.1,26.0,30.5,20.1,25.4,8.8,35.6,20.5,223.8,1009.7,36.3,4.0,1.0,5.0,2008,4,5,6,15,11,18,43,29
22,11.0,27.8,18.1,22.1,28.5,18.1,22.2,14.9,65.38,22.3,94.4,1012.4,68.4,3.3,1.0,11.0,2008,4,5,6,6,27,18,41,30
23,13.0,33.2,19.4,26.4,31.3,19.4,26.0,15.1,57.25,5.4,196.7,1009.6,18.8,7.0,1.0,13.0,2008,4,5,6,25,25,18,49,17
24,14.0,31.4,21.7,26.8,34.2,21.7,27.7,21.1,72.85,11.2,236.7,1011.3,15.0,4.0,1.0,14.0,2008,4,5,6,28,6,18,54,46
25,2.0,32.1,20.1,25.7,30.1,20.1,25.1,10.1,39.57,18.4,95.0,1014.0,31.7,5.0,0.0,2.0,2008,4,6,6,7,48,18,38,0
26,5.0,32.4,20.1,25.0,30.2,20.1,24.6,6.8,32.79,25.9,92.9,1013.6,37.1,4.0,0.0,5.0,2008,4,6,6,14,16,18,43,50
27,11.0,28.1,15.1,22.2,27.4,15.1,22.1,12.2,56.75,22.3,240.9,1017.1,42.7,3.8,0.0,11.0,2008,4,6,6,5,20,18,42,4
28,13.0,34.2,19.9,27.8,32.4,19.9,27.2,14.0,47.59,5.4,164.0,1011.3,21.3,7.0,0.0,13.0,2008,4,6,6,24,37,18,49,31
29,14.0,35.1,22.2,29.0,36.1,22.2,29.6,19.0,58.94,11.2,236.0,1013.4,8.8,4.0,0.0,14.0,2008,4,6,6,27,13,18,55,4
30,2.0,32.2,20.1,25.9,30.0,20.1,25.4,8.8,35.99,22.3,95.0,1012.9,21.4,4.0,0.01,2.0,2008,4,7,6,6,51,18,38,23
31,5.0,33.7,21.7,27.3,31.5,21.7,26.4,6.3,27.49,25.9,81.3,1011.6,33.8,3.8,0.01,5.0,2008,4,7,6,13,20,18,44,12
32,11.0,31.1,17.2,24.9,29.5,17.2,24.4,11.6,46.79,20.5,268.0,1013.8,12.1,3.6,0.01,11.0,2008,4,7,6,4,13,18,42,37
33,13.0,33.6,21.7,27.2,32.5,21.7,27.0,14.7,48.53,16.6,176.7,1010.6,48.8,7.0,0.01,13.0,2008,4,7,6,23,49,18,49,45
34,14.0,37.1,25.9,31.0,36.3,25.9,30.9,15.0,39.89,16.6,208.8,1011.2,22.5,4.0,0.01,14.0,2008,4,7,6,26,21,18,55,23
35,2.0,34.7,21.7,29.1,32.4,21.7,27.9,6.9,25.77,18.4,147.1,1010.1,5.7,4.9,0.04,2.0,2008,4,8,6,5,55,18,38,45
36,5.0,34.9,23.1,29.7,32.2,23.1,28.3,3.0,18.92,20.5,120.0,1009.3,11.4,3.7,0.04,5.0,2008,4,8,6,12,25,18,44,34
37,11.0,34.1,20.1,27.5,32.8,20.1,27.0,13.2,43.45,33.5,292.7,1010.6,1.4,3.8,0.04,11.0,2008,4,8,6,3,6,18,43,11
38,13.0,34.4,20.2,27.6,32.6,20.2,27.2,14.3,48.79,7.6,95.0,1009.9,17.5,7.0,0.04,13.0,2008,4,8,6,23,2,18,49,59
39,14.0,35.2,25.1,29.1,35.8,25.1,30.1,20.8,64.37,11.2,237.5,1010.6,21.3,4.0,0.04,14.0,2008,4,8,6,25,29,18,55,42
40,2.0,35.4,21.1,28.0,33.1,21.1,27.1,6.8,27.25,11.2,240.0,1009.6,10.0,4.9,0.08,2.0,2008,4,9,6,4,59,18,39,8
41,5.0,35.2,21.4,27.3,32.5,21.4,26.5,5.3,25.79,18.4,74.0,1009.6,6.7,3.7,0.08,5.0,2008,4,9,6,11,31,18,44,56
42,11.0,35.1,20.1,28.3,33.9,20.1,27.8,13.5,43.12,29.5,283.2,1009.2,21.0,2.9,0.08,11.0,2008,4,9,6,1,59,18,43,44
43,13.0,35.2,21.9,27.8,37.4,21.9,28.3,16.5,51.74,7.6,152.5,1009.1,53.8,7.0,0.08,13.0,2008,4,9,6,22,15,18,50,13
44,14.0,36.4,23.7,30.3,36.7,23.7,30.7,18.3,54.4,11.2,345.0,1010.1,12.5,4.0,0.08,14.0,2008,4,9,6,24,37,18,56,1
45,2.0,36.7,23.1,30.5,34.4,23.1,29.3,7.8,25.89,14.8,244.0,1008.4,6.7,4.0,0.13,2.0,2008,4,10,6,4,4,18,39,32
46,5.0,36.4,23.7,30.2,33.7,23.7,28.7,2.9,18.75,20.5,104.0,1008.3,10.0,4.0,0.13,5.0,2008,4,10,6,10,36,18,45,18
47,11.0,35.9,20.1,29.3,33.8,20.1,28.6,12.5,38.39,29.5,289.5,1008.1,22.9,3.3,0.13,11.0,2008,4,10,6,0,54,18,44,18
48,13.0,36.2,19.9,28.6,35.5,19.9,28.5,13.8,44.32,5.4,136.7,1008.9,27.5,7.0,0.13,13.0,2008,4,10,6,21,28,18,50,28
49,14.0,36.9,24.1,31.1,36.9,24.1,31.3,17.3,48.05,13.0,360.0,1010.2,0.0,4.0,0.13,14.0,2008,4,10,6,23,45,18,56,21
50,2.0,38.7,22.4,30.8,36.5,22.4,29.8,9.7,29.36,22.3,322.0,1005.7,8.8,4.0,0.18,2.0,2008,4,11,6,3,9,18,39,55
51,5.0,38.4,24.1,31.5,35.6,24.1,29.9,5.2,20.14,20.5,261.7,1005.8,12.5,4.0,0.18,5.0,2008,4,11,6,9,42,18,45,40
52,11.0,36.2,23.1,30.3,35.9,23.1,30.1,15.1,41.88,24.1,288.8,1004.7,18.8,3.0,0.18,11.0,2008,4,11,5,59,48,18,44,52
53,13.0,36.7,22.1,28.4,34.7,22.1,27.8,11.8,39.66,7.6,135.0,1006.8,38.6,7.4,0.18,13.0,2008,4,11,6,20,42,18,50,42
54,14.0,37.7,24.4,31.1,38.2,24.4,31.5,17.0,46.27,11.2,205.0,1008.6,0.0,4.0,0.18,14.0,2008,4,11,6,22,54,18,56,40
55,2.0,40.1,23.1,31.7,38.0,23.1,30.5,9.6,27.95,18.4,275.0,1004.5,22.5,6.3,0.23,2.0,2008,4,12,6,2,15,18,40,18
56,5.0,39.1,24.1,31.5,36.3,24.1,30.0,5.3,20.95,25.9,280.0,1005.3,7.5,4.0,0.23,5.0,2008,4,12,6,8,49,18,46,2
57,11.0,36.1,25.1,30.3,35.2,25.1,30.0,14.8,40.65,27.7,216.3,1005.1,53.7,3.1,0.23,11.0,2008,4,12,5,58,43,18,45,26
58,13.0,37.7,21.9,30.6,35.5,21.9,29.5,10.5,31.48,5.4,194.0,1006.0,12.5,7.0,0.23,13.0,2008,4,12,6,19,56,18,50,57
59,14.0,36.7,23.1,29.9,36.2,23.1,31.4,19.1,55.59,7.6,274.0,1007.5,0.0,4.0,0.23,14.0,2008,4,12,6,22,4,18,57,0
60,2.0,39.9,24.1,32.8,37.6,24.1,31.7,10.3,27.88,33.5,257.1,1003.5,15.7,6.6,0.28,2.0,2008,4,13,6,1,21,18,40,42
61,5.0,39.1,23.4,31.7,36.9,23.4,30.5,8.7,26.88,33.5,281.4,1004.2,10.0,4.0,0.28,5.0,2008,4,13,6,7,56,18,46,25
62,11.0,38.1,24.2,31.1,37.0,24.2,30.7,14.4,40.27,22.3,205.9,1003.9,37.6,2.6,0.28,11.0,2008,4,13,5,57,39,18,46,0
63,13.0,38.1,20.2,29.9,35.7,20.2,29.3,11.4,35.27,7.6,232.5,1006.1,16.3,6.3,0.28,13.0,2008,4,13,6,19,10,18,51,12
64,14.0,36.2,24.4,30.1,38.6,24.4,31.3,20.2,60.46,5.4,264.0,1007.4,0.0,4.0,0.28,14.0,2008,4,13,6,21,13,18,57,19
65,2.0,39.9,23.4,31.3,38.0,23.4,30.0,8.1,25.85,22.3,273.3,1003.2,0.0,4.0,0.34,2.0,2008,4,14,6,0,27,18,41,5
66,5.0,39.4,22.7,30.5,36.4,22.7,29.2,5.5,23.62,33.5,287.5,1003.9,0.0,4.0,0.34,5.0,2008,4,14,6,7,4,18,46,48
67,11.0,39.1,22.0,32.2,37.2,22.0,31.1,11.4,31.44,29.5,262.7,1003.4,35.2,3.3,0.34,11.0,2008,4,14,5,56,35,18,46,34
68,13.0,38.1,21.9,30.3,36.6,21.9,29.7,12.4,36.08,3.6,290.0,1005.6,7.5,7.0,0.34,13.0,2008,4,14,6,18,26,18,51,27
69,14.0,37.7,22.1,29.9,36.4,22.1,30.7,18.7,57.05,9.4,226.0,1006.8,0.0,3.8,0.34,14.0,2008,4,14,6,20,24,18,57,39
70,2.0,38.7,24.1,30.5,36.3,24.1,29.1,7.4,24.83,27.7,258.6,1006.0,5.7,4.9,0.39,2.0,2008,4,15,5,59,34,18,41,29
71,5.0,40.1,23.1,30.1,37.6,23.1,28.9,6.5,24.44,35.3,260.0,1005.4,8.8,4.0,0.39,5.0,2008,4,15,6,6,12,18,47,10
72,11.0,39.1,26.3,32.3,37.5,26.3,31.5,12.4,31.11,14.8,178.1,1003.6,52.4,3.3,0.39,11.0,2008,4,15,5,55,31,18,47,8
73,13.0,37.9,21.4,30.1,35.6,21.4,29.0,9.9,32.43,7.6,225.0,1006.5,3.8,7.0,0.39,13.0,2008,4,15,6,17,41,18,51,42
74,14.0,36.7,24.4,30.2,35.2,24.4,31.5,19.9,62.37,9.4,316.7,1007.9,0.0,4.0,0.39,14.0,2008,4,15,6,19,35,18,57,59
75,2.0,40.1,23.4,32.0,38.0,23.4,30.6,7.4,22.87,46.4,258.6,1005.4,0.0,5.7,0.43,2.0,2008,4,16,5,58,42,18,41,53
76,5.0,38.4,23.1,30.4,35.6,23.1,29.2,5.8,23.32,27.7,284.3,1005.9,0.0,4.0,0.43,5.0,2008,4,16,6,5,20,18,47,33
77,11.0,37.1,26.1,30.7,35.9,26.1,30.3,13.7,37.17,30.1,284.9,1004.6,58.0,2.5,0.43,11.0,2008,4,16,5,54,29,18,47,42
78,13.0,38.1,20.2,29.7,35.4,20.2,29.1,9.8,33.53,5.4,266.0,1007.2,11.3,7.0,0.43,13.0,2008,4,16,6,16,57,18,51,58
79,14.0,37.7,23.1,29.5,36.3,23.1,30.6,19.8,62.88,7.6,218.3,1008.7,0.0,4.0,0.43,14.0,2008,4,16,6,18,46,18,58,19
80,2.0,38.1,25.1,32.1,36.4,25.1,30.8,9.9,27.01,29.5,255.7,1004.9,0.0,4.0,0.46,2.0,2008,4,17,5,57,50,18,42,17
81,5.0,38.1,23.7,31.4,35.5,23.7,30.0,7.1,24.28,33.5,282.9,1005.4,0.0,4.0,0.46,5.0,2008,4,17,6,4,29,18,47,56
82,11.0,33.1,21.4,27.9,31.0,21.4,27.0,9.2,33.08,22.3,297.8,1007.0,2.7,3.9,0.46,11.0,2008,4,17,5,53,27,18,48,17
83,13.0,38.2,22.4,30.9,36.1,22.4,30.7,14.5,44.13,7.6,230.0,1006.2,5.0,7.0,0.46,13.0,2008,4,17,6,16,14,18,52,14
84,14.0,37.4,23.9,30.1,41.2,23.9,32.4,22.4,68.7,7.6,270.0,1007.8,0.0,3.6,0.46,14.0,2008,4,17,6,17,58,18,58,40
85,2.0,37.1,21.2,30.4,34.6,21.2,29.0,6.0,23.42,29.5,140.0,1005.0,0.0,5.7,0.48,2.0,2008,4,18,5,56,59,18,42,42
86,5.0,37.4,22.4,30.1,34.6,22.4,28.7,2.8,20.49,24.1,260.0,1005.0,0.0,4.0,0.48,5.0,2008,4,18,6,3,39,18,48,20
87,11.0,36.1,22.0,29.9,33.6,22.0,28.7,8.6,28.92,31.3,296.0,1005.1,4.5,4.5,0.48,11.0,2008,4,18,5,52,25,18,48,51
88,13.0,38.4,24.2,30.8,36.1,24.2,30.0,12.4,36.94,7.6,270.0,1005.7,1.3,7.0,0.48,13.0,2008,4,18,6,15,31,18,52,30
89,14.0,38.2,22.7,30.2,37.7,22.7,31.3,19.1,57.4,7.6,272.0,1007.4,0.0,4.0,0.48,14.0,2008,4,18,6,17,10,18,59,0
90,2.0,38.2,21.4,31.0,35.7,21.4,29.7,6.1,22.56,18.4,166.7,1005.5,0.0,5.5,0.5,2.0,2008,4,19,5,56,8,18,43,6
91,5.0,37.4,23.1,30.4,34.4,23.1,28.9,1.0,16.52,20.5,252.9,1005.7,0.0,4.0,0.5,5.0,2008,4,19,6,2,50,18,48,43
92,11.0,38.1,21.9,30.9,35.4,21.9,29.5,7.7,26.53,25.9,286.7,1005.4,0.0,3.7,0.5,11.0,2008,4,19,5,51,24,18,49,26
93,13.0,37.6,23.1,29.8,35.0,23.1,29.0,11.4,36.72,11.2,285.0,1007.0,0.0,7.0,0.5,13.0,2008,4,19,6,14,49,18,52,46
94,14.0,33.1,26.1,28.8,35.5,26.1,30.8,22.9,72.59,7.6,230.0,1008.7,0.0,4.0,0.5,14.0,2008,4,19,6,16,24,18,59,21
95,2.0,41.2,21.4,33.1,39.3,21.4,31.5,7.4,21.99,27.7,260.0,1005.5,0.0,6.6,0.5,2.0,2008,4,20,5,55,18,18,43,31
96,5.0,39.1,23.1,32.0,36.3,23.1,30.2,4.0,18.5,25.9,252.9,1005.7,0.0,4.0,0.5,5.0,2008,4,20,6,2,1,18,49,7
97,11.0,40.1,21.1,31.4,37.4,21.1,30.0,7.6,25.41,22.3,295.9,1005.1,0.0,2.9,0.5,11.0,2008,4,20,5,50,24,18,50,1
98,13.0,40.1,20.7,30.9,37.4,20.7,30.0,10.0,31.35,5.4,170.0,1006.4,33.8,7.0,0.5,13.0,2008,4,20,6,14,7,18,53,2
99,14.0,38.1,22.7,30.5,38.6,22.7,31.6,19.3,56.91,11.2,256.7,1008.4,0.0,4.0,0.5,14.0,2008,4,20,6,15,37,18,59,42
100,2.0,39.1,23.4,31.9,36.8,23.4,30.4,7.7,23.72,22.3,310.0,1005.0,0.0,4.8,0.51,2.0,2008,4,21,5,54,29,18,43,56
101,5.0,38.4,24.2,31.4,35.4,24.2,29.7,2.6,17.12,33.5,297.5,1005.0,0.0,4.0,0.51,5.0,2008,4,21,6,1,12,18,49,31
102,11.0,40.1,25.1,32.6,37.4,25.1,31.1,8.5,24.95,30.9,282.2,1003.6,0.0,3.3,0.51,11.0,2008,4,21,5,49,25,18,50,36
103,13.0,39.4,22.7,31.2,38.0,22.7,30.7,12.4,34.92,3.6,307.5,1005.6,33.8,7.0,0.51,13.0,2008,4,21,6,13,26,18,53,19
104,14.0,39.2,24.2,31.6,37.9,24.2,32.4,17.6,51.43,11.2,256.0,1007.6,0.0,4.0,0.51,14.0,2008,4,21,6,14,52,19,0,3
105,2.0,39.7,23.1,32.8,37.7,23.1,31.3,8.4,23.61,22.3,271.4,1005.5,0.0,5.5,0.52,2.0,2008,4,22,5,53,40,18,44,21
106,5.0,39.4,22.1,32.5,36.3,22.1,30.5,2.0,14.24,20.5,272.5,1005.5,0.0,4.0,0.52,5.0,2008,4,22,6,0,25,18,49,55
107,11.0,41.1,24.8,33.5,38.5,24.8,31.9,8.6,23.9,27.7,291.3,1005.0,3.9,2.7,0.52,11.0,2008,4,22,5,48,26,18,51,11
108,13.0,39.9,22.1,31.4,38.4,22.1,30.7,11.8,33.83,7.6,190.0,1006.0,18.8,7.0,0.52,13.0,2008,4,22,6,12,45,18,53,36
109,14.0,39.4,23.4,32.6,40.3,23.4,34.0,18.5,50.4,9.4,272.0,1008.0,7.1,4.0,0.52,14.0,2008,4,22,6,14,7,19,0,25
110,2.0,41.1,25.1,33.4,39.8,25.1,32.2,9.5,23.94,14.8,220.0,1005.7,0.0,4.0,0.54,2.0,2008,4,23,5,52,52,18,44,46
111,5.0,40.4,22.4,33.0,37.2,22.4,30.9,2.7,15.68,18.4,270.0,1006.2,5.0,4.0,0.54,5.0,2008,4,23,5,59,38,18,50,19
112,11.0,41.1,25.2,33.3,38.3,25.2,31.7,7.7,22.77,22.3,270.1,1006.2,2.7,3.3,0.54,11.0,2008,4,23,5,47,28,18,51,46
113,13.0,40.4,24.7,32.0,37.2,24.7,30.9,10.7,31.83,7.6,194.0,1006.8,22.5,7.0,0.54,13.0,2008,4,23,6,12,6,18,53,53
114,14.0,38.7,26.7,32.2,38.7,26.7,33.7,18.6,49.19,14.8,334.0,1009.0,3.8,4.0,0.54,14.0,2008,4,23,6,13,22,19,0,46
115,2.0,41.1,23.7,33.0,39.5,23.7,31.8,8.9,24.95,18.4,218.0,1005.8,7.5,5.5,0.57,2.0,2008,4,24,5,52,5,18,45,11
116,5.0,40.4,24.1,33.0,37.0,24.1,31.1,3.7,18.78,18.4,200.0,1005.6,4.3,4.0,0.57,5.0,2008,4,24,5,58,52,18,50,44
117,11.0,40.1,23.3,33.5,37.5,23.3,31.9,8.2,23.76,29.5,282.2,1005.8,0.0,2.6,0.57,11.0,2008,4,24,5,46,31,18,52,21
118,13.0,40.7,21.4,31.8,37.2,21.4,30.9,11.0,33.55,5.4,228.3,1005.7,22.5,7.0,0.57,13.0,2008,4,24,6,11,27,18,54,10
119,14.0,39.2,25.4,32.5,40.0,25.4,34.8,19.7,51.14,11.2,266.0,1007.9,4.3,3.7,0.57,14.0,2008,4,24,6,12,39,19,1,8
120,2.0,42.9,23.4,33.6,42.3,23.4,32.7,11.3,28.71,22.3,247.1,1005.0,11.3,5.5,0.61,2.0,2008,4,25,5,51,19,18,45,37
121,5.0,41.4,20.7,32.9,38.5,20.7,31.0,5.3,21.69,20.5,234.3,1005.1,13.8,4.0,0.61,5.0,2008,4,25,5,58,6,18,51,8
122,11.0,41.1,23.7,34.0,38.5,23.7,32.3,8.4,23.05,17.9,274.1,1005.4,7.6,3.1,0.61,11.0,2008,4,25,5,45,35,18,52,57
123,13.0,39.4,25.7,30.9,39.4,25.7,32.3,19.7,56.94,16.6,251.4,1006.2,36.3,7.0,0.61,13.0,2008,4,25,6,10,48,18,54,28
124,14.0,34.1,26.1,29.9,40.2,26.1,35.7,24.9,75.66,14.8,230.0,1007.8,7.5,4.0,0.61,14.0,2008,4,25,6,11,56,19,1,30
125,2.0,41.7,25.2,34.0,39.5,25.2,32.4,7.5,21.67,29.5,310.0,1003.8,0.0,4.8,0.65,2.0,2008,4,26,5,50,33,18,46,3
126,5.0,41.1,28.4,34.2,37.8,27.0,31.9,3.1,15.01,25.9,267.5,1004.0,3.7,4.0,0.65,5.0,2008,4,26,5,57,21,18,51,33
127,11.0,41.1,26.4,35.1,39.8,26.4,33.6,9.5,22.73,18.4,184.0,1004.1,33.8,3.2,0.65,11.0,2008,4,26,5,44,39,18,53,32
128,13.0,38.4,27.7,31.5,38.5,29.1,32.8,18.3,47.67,7.6,266.7,1005.9,75.0,7.0,0.65,13.0,2008,4,26,6,10,10,18,54,46
129,14.0,33.2,27.1,29.5,40.3,31.2,36.2,26.0,82.37,9.4,230.0,1007.7,10.0,4.0,0.65,14.0,2008,4,26,6,11,14,19,1,53
130,2.0,42.4,27.2,34.4,40.4,26.7,33.0,10.0,23.98,25.9,291.3,1000.8,0.0,5.5,0.7,2.0,2008,4,27,5,49,48,18,46,29
131,5.0,40.4,25.2,32.5,37.6,25.2,30.9,6.1,21.44,27.7,282.5,1001.6,0.0,4.0,0.7,5.0,2008,4,27,5,56,37,18,51,58
132,11.0,40.1,25.3,33.3,37.8,25.3,31.7,8.5,24.3,25.9,277.2,1000.4,15.6,2.6,0.7,11.0,2008,4,27,5,43,45,18,54,8
133,13.0,39.4,23.2,31.1,38.3,23.2,30.9,14.6,40.07,7.6,244.0,1003.8,30.0,7.0,0.7,13.0,2008,4,27,6,9,33,18,55,4
134,14.0,32.7,25.1,29.1,40.2,25.1,34.6,25.7,82.84,11.2,230.0,1005.3,0.0,4.0,0.7,14.0,2008,4,27,6,10,33,19,2,15
135,2.0,40.7,23.7,33.3,41.8,23.7,32.3,10.6,26.48,18.4,250.0,1000.0,0.0,4.0,0.75,2.0,2008,4,28,5,49,4,18,46,55
136,5.0,40.4,24.1,32.8,36.8,24.1,30.8,1.5,16.22,33.5,288.8,1000.3,3.7,4.0,0.75,5.0,2008,4,28,5,55,54,18,52,24
137,11.0,41.1,22.6,33.5,38.3,22.6,31.9,7.7,22.98,17.9,253.4,999.7,0.0,3.0,0.75,11.0,2008,4,28,5,42,51,18,54,44
138,13.0,36.2,24.2,30.0,35.6,24.2,29.8,14.2,40.78,11.2,265.0,1003.3,25.0,7.0,0.75,13.0,2008,4,28,6,8,57,18,55,23
139,14.0,31.9,27.1,29.2,38.5,31.2,35.2,25.6,81.4,7.6,230.0,1004.7,13.8,4.0,0.75,14.0,2008,4,28,6,9,52,19,2,38
140,2.0,41.1,25.1,33.7,39.8,25.1,32.6,10.1,24.81,29.5,307.5,1000.9,28.8,4.0,0.8,2.0,2008,4,29,5,48,21,18,47,21
141,5.0,40.1,23.1,32.0,37.2,23.1,30.3,4.5,19.62,29.5,297.5,1001.9,26.3,4.0,0.8,5.0,2008,4,29,5,55,12,18,52,49
142,11.0,41.1,22.9,33.7,39.2,22.9,32.2,8.2,23.39,14.8,257.9,1000.6,10.6,2.4,0.8,11.0,2008,4,29,5,41,58,18,55,20
143,13.0,36.7,22.4,29.7,35.3,22.4,28.9,11.2,35.18,20.5,280.0,1003.9,31.3,7.0,0.8,13.0,2008,4,29,6,8,22,18,55,41
144,14.0,33.1,26.7,29.5,37.8,26.7,33.9,24.4,75.38,7.6,237.5,1005.7,32.5,4.0,0.8,14.0,2008,4,29,6,9,12,19,3,1
145,2.0,41.1,27.2,34.3,39.5,26.7,32.9,9.7,23.09,33.5,298.8,1002.9,16.3,4.0,0.85,2.0,2008,4,30,5,47,39,18,47,48
146,5.0,39.1,25.7,32.2,36.1,25.7,30.5,2.3,16.53,31.3,295.0,1003.9,27.5,4.0,0.85,5.0,2008,4,30,5,54,31,18,53,15
147,11.0,43.1,22.6,35.0,40.6,22.6,33.5,9.2,23.63,18.4,290.3,1001.7,12.2,2.4,0.85,11.0,2008,4,30,5,41,7,18,55,56
148,13.0,37.7,22.2,30.1,36.7,22.2,30.1,14.7,42.07,7.6,276.7,1005.4,10.0,7.0,0.85,13.0,2008,4,30,6,7,47,18,56,0
149,14.0,33.1,27.1,29.8,41.1,31.1,36.1,25.6,79.49,7.6,230.0,1007.4,13.8,4.0,0.85,14.0,2008,4,30,6,8,33,19,3,24
150,2.0,39.1,25.1,33.2,38.2,25.1,32.1,10.2,24.86,46.4,300.0,1002.9,15.0,4.0,0.9,2.0,2008,5,1,5,46,57,18,48,15
151,5.0,39.7,24.4,31.5,36.8,24.4,29.9,4.9,19.99,33.5,280.0,1003.2,30.0,4.0,0.9,5.0,2008,5,1,5,53,50,18,53,41
152,11.0,43.1,25.3,34.6,41.6,25.3,33.0,8.9,22.19,14.8,219.5,1000.0,31.8,2.8,0.9,11.0,2008,5,1,5,40,16,18,56,32
153,13.0,37.7,22.4,30.0,36.2,22.4,29.8,15.6,46.27,7.6,281.4,1005.8,43.8,7.0,0.9,13.0,2008,5,1,6,7,13,18,56,19
154,14.0,34.4,24.7,29.7,39.3,24.7,34.0,24.5,75.91,11.2,240.0,1007.2,38.8,4.0,0.9,14.0,2008,5,1,6,7,55,19,3,47
155,2.0,38.1,25.2,32.3,37.8,25.2,31.6,12.1,29.57,27.7,270.0,1000.7,28.8,4.0,0.94,2.0,2008,5,2,5,46,17,18,48,42
156,5.0,37.1,24.1,30.7,34.1,24.1,29.2,5.3,22.43,33.5,277.5,1001.9,7.5,4.0,0.94,5.0,2008,5,2,5,53,10,18,54,7
157,11.0,40.3,28.1,34.1,39.8,27.1,32.6,9.7,23.58,24.1,277.7,997.4,31.6,2.5,0.94,11.0,2008,5,2,5,39,26,18,57,8
158,13.0,38.9,24.4,31.1,36.6,24.4,29.9,8.9,30.56,14.8,281.3,1005.5,22.5,7.0,0.94,13.0,2008,5,2,6,6,40,18,56,39
159,14.0,32.2,26.1,29.0,38.0,26.1,33.5,24.6,78.4,22.3,230.0,1006.2,6.3,4.0,0.94,14.0,2008,5,2,6,7,18,19,4,11
160,2.0,39.1,25.7,33.0,39.0,25.7,33.0,14.9,35.3,29.5,270.0,999.7,28.8,4.0,0.98,2.0,2008,5,3,5,45,37,18,49,9
