,City,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,windspeed,winddir,sealevelpressure,cloudcover,visibility,moonphase,conditions,Year,Month,Date_split,sunrise h,sunrise m,sunrise s,sunset h,sunset m,sunset s
5692,4.0,32.8,22.9,28.3,36.7,22.9,30.2,21.8,69.33,20.3,295.7,1004.0,79.8,4.7,0.0,4.0,2016,6,5,5,40,55,18,48,30
5693,5.0,43.1,30.1,36.9,41.7,31.4,36.0,11.9,25.46,20.5,206.4,999.8,29.3,4.9,0.0,5.0,2016,6,5,5,41,2,19,9,16
5694,6.0,44.0,33.6,39.4,44.0,31.4,37.7,6.7,14.53,18.4,267.7,1000.5,19.2,3.6,0.0,6.0,2016,6,5,5,32,26,19,18,22
5695,7.0,41.5,31.0,35.8,53.0,37.7,44.7,25.3,56.3,14.8,87.0,1004.5,25.3,4.3,0.0,7.0,2016,6,5,5,15,24,18,59,11
5696,8.0,35.0,28.0,30.0,44.1,32.7,37.4,26.1,80.19,18.4,119.6,1005.9,41.2,3.6,0.0,8.0,2016,6,5,4,51,18,18,18,56
5697,9.0,41.6,31.0,35.8,53.0,37.8,44.7,25.3,56.28,14.8,87.0,1004.5,25.3,4.3,0.0,9.0,2016,6,5,5,12,8,18,57,44
5698,10.0,33.1,28.5,31.0,43.3,33.6,38.4,25.5,72.82,25.9,250.7,1006.9,73.1,3.8,0.0,10.0,2016,6,5,6,0,33,19,13,58
5699,11.0,42.0,31.0,36.4,52.1,36.5,43.9,24.0,51.3,22.2,100.4,1001.5,15.1,2.9,0.0,11.0,2016,6,5,5,23,0,19,16,31
5700,12.0,39.0,30.0,35.2,47.1,34.1,41.0,23.0,50.01,22.3,94.1,1003.6,36.4,4.0,0.0,12.0,2016,6,5,4,57,58,18,38,10
5701,13.0,32.6,21.1,26.3,36.4,21.1,28.0,21.4,76.44,22.3,272.5,1006.8,88.7,6.2,0.0,13.0,2016,6,5,5,57,18,19,9,4
5702,14.0,35.2,30.1,32.1,43.3,39.5,41.1,26.2,72.16,11.2,230.0,1005.5,30.0,4.0,0.0,14.0,2016,6,5,5,56,12,19,18,19
5703,0.0,45.0,31.0,37.6,45.0,31.4,39.0,17.4,32.82,16.8,271.6,1003.1,0.4,4.9,0.01,0.0,2016,6,6,5,53,25,19,23,21
5704,2.0,42.0,31.0,36.2,43.9,32.0,37.3,17.1,34.04,27.7,168.7,999.9,43.8,5.4,0.01,2.0,2016,6,6,5,33,43,19,4,37
5705,3.0,36.1,26.0,30.9,43.5,26.0,37.1,24.8,70.95,21.4,177.9,1005.8,65.8,6.5,0.01,3.0,2016,6,6,5,41,35,18,33,40
5706,4.0,32.4,23.0,28.0,37.4,23.0,30.2,22.0,71.05,18.2,288.4,1004.4,84.2,4.5,0.01,4.0,2016,6,6,5,40,57,18,48,50
5707,5.0,44.1,30.1,37.2,44.1,29.0,36.0,10.7,22.17,27.2,268.4,999.3,39.4,5.1,0.01,5.0,2016,6,6,5,41,0,19,9,39
5708,6.0,44.0,29.7,38.2,44.0,31.9,37.8,13.2,25.5,24.1,108.5,1000.3,21.8,3.6,0.01,6.0,2016,6,6,5,32,21,19,18,48
5709,7.0,43.0,31.0,35.6,53.3,35.9,43.1,24.2,53.42,14.8,105.9,1002.5,25.8,3.9,0.01,7.0,2016,6,6,5,15,20,18,59,37
5710,8.0,34.0,27.0,29.6,45.3,31.2,36.7,26.3,83.24,16.6,133.0,1005.2,48.3,3.5,0.01,8.0,2016,6,6,4,51,16,18,19,19
5711,9.0,43.0,31.0,35.9,53.3,35.9,43.6,24.4,53.04,15.4,90.5,1002.6,26.4,3.8,0.01,9.0,2016,6,6,5,12,3,18,58,10
5712,10.0,33.6,30.0,31.4,42.5,37.8,39.4,25.9,72.82,18.4,260.8,1006.0,83.3,3.4,0.01,10.0,2016,6,6,6,0,33,19,14,19
5713,11.0,39.2,31.5,34.7,47.0,33.0,38.9,21.1,46.38,23.8,110.1,1002.3,26.7,3.1,0.01,11.0,2016,6,6,5,22,54,19,16,58
5714,12.0,38.0,28.0,34.7,47.6,29.9,41.4,23.6,53.08,27.7,98.7,1003.2,45.9,4.1,0.01,12.0,2016,6,6,4,57,54,18,38,35
5715,13.0,28.6,22.9,25.9,32.1,22.9,27.1,21.6,77.95,7.6,245.0,1006.4,91.2,7.0,0.01,13.0,2016,6,6,5,57,19,19,9,24
5716,14.0,34.4,30.1,31.8,43.3,39.2,41.3,26.7,75.28,14.8,232.5,1005.2,43.7,4.0,0.01,14.0,2016,6,6,5,56,11,19,18,41
5717,0.0,44.1,29.0,36.4,44.8,31.3,39.6,20.3,42.47,22.3,253.0,1003.1,0.0,4.8,0.04,0.0,2016,6,7,5,53,24,19,23,44
5718,1.0,29.7,21.8,25.6,33.3,21.8,26.5,20.9,76.59,18.4,246.1,1010.1,55.8,8.2,0.04,1.0,2016,6,7,5,52,39,18,44,32
5719,2.0,42.0,26.7,35.2,44.6,26.7,37.6,19.6,42.94,121.7,206.2,1000.2,56.6,5.6,0.04,2.0,2016,6,7,5,33,42,19,5,0
5720,3.0,35.8,24.0,29.6,44.8,24.0,34.9,25.3,79.18,18.4,185.0,1006.1,76.1,5.9,0.04,3.0,2016,6,7,5,41,39,18,33,58
5721,4.0,31.8,23.0,27.0,35.5,23.0,28.9,22.4,77.21,12.5,258.7,1004.1,88.3,4.1,0.04,4.0,2016,6,7,5,40,59,18,49,9
5722,5.0,43.1,29.1,37.1,43.0,28.9,37.2,14.6,28.1,25.9,266.3,999.5,20.0,5.1,0.04,5.0,2016,6,7,5,40,59,19,10,2
5723,6.0,44.0,31.8,38.2,44.0,32.3,37.8,11.5,24.55,22.3,179.9,999.6,27.8,3.1,0.04,6.0,2016,6,7,5,32,18,19,19,13
5724,7.0,42.1,29.0,34.4,54.5,33.2,41.1,23.6,54.59,18.4,88.2,1003.0,40.6,3.9,0.04,7.0,2016,6,7,5,15,17,19,0,2
5725,8.0,33.0,27.9,30.2,44.1,33.4,38.5,26.6,81.6,14.8,104.8,1004.6,55.8,3.5,0.04,8.0,2016,6,7,4,51,15,18,19,42
5726,9.0,42.1,29.0,34.4,54.5,33.1,41.1,23.6,54.67,18.4,86.0,1003.0,40.6,3.9,0.04,9.0,2016,6,7,5,12,0,18,58,35
5727,10.0,34.0,30.8,31.8,45.5,38.6,41.0,26.5,73.86,20.5,240.2,1006.1,56.2,3.6,0.04,10.0,2016,6,7,6,0,35,19,14,39
5728,11.0,38.0,29.5,33.6,46.7,31.9,37.6,21.5,50.08,134.4,95.0,1001.4,16.3,3.1,0.04,11.0,2016,6,7,5,22,49,19,17,25
5729,12.0,37.2,30.0,33.8,49.4,37.3,42.0,25.2,61.42,25.9,91.8,1002.6,52.4,3.9,0.04,12.0,2016,6,7,4,57,51,18,38,59
5730,13.0,33.8,24.1,28.7,37.6,24.1,31.1,20.8,62.98,9.4,278.6,1005.3,82.6,6.2,0.04,13.0,2016,6,7,5,57,21,19,9,45
5731,14.0,34.4,29.7,31.8,43.9,39.1,41.6,26.9,76.58,11.2,230.0,1005.1,30.0,4.0,0.04,14.0,2016,6,7,5,56,11,19,19,3
5732,0.0,45.0,29.0,35.1,47.2,33.6,40.2,22.6,52.08,27.0,255.9,1002.0,16.0,4.6,0.07,0.0,2016,6,8,5,53,24,19,24,6
5733,2.0,42.0,28.0,35.1,43.9,29.2,36.4,17.8,38.05,22.3,206.4,999.1,47.4,5.5,0.07,2.0,2016,6,8,5,33,42,19,5,22
5734,3.0,34.0,26.7,29.0,45.3,30.2,35.0,25.8,83.47,18.4,143.5,1005.7,77.7,5.4,0.07,3.0,2016,6,8,5,41,45,18,34,15
5735,4.0,30.1,23.1,27.0,33.4,23.1,28.6,22.2,76.18,16.6,226.2,1004.2,91.8,4.4,0.07,4.0,2016,6,8,5,41,2,18,49,29
5736,5.0,42.1,29.1,35.8,42.8,29.7,36.7,16.6,34.38,33.1,278.7,998.6,42.8,4.9,0.07,5.0,2016,6,8,5,40,59,19,10,24
5737,6.0,43.1,33.0,37.7,41.1,32.6,36.5,11.6,22.53,33.5,219.0,997.9,33.0,2.7,0.07,6.0,2016,6,8,5,32,15,19,19,37
5738,7.0,38.5,27.0,32.9,46.5,28.8,38.3,23.0,57.28,24.1,92.1,1001.7,19.6,4.0,0.07,7.0,2016,6,8,5,15,15,19,0,26
5739,8.0,35.0,28.0,30.6,46.7,34.5,39.1,26.7,80.42,22.3,107.2,1002.2,46.9,3.5,0.07,8.0,2016,6,8,4,51,16,18,20,4
5740,9.0,38.6,27.0,32.9,46.5,28.8,38.2,23.0,56.97,23.9,93.5,1001.8,19.5,4.0,0.07,9.0,2016,6,8,5,11,57,18,59,0
5741,10.0,34.2,30.5,31.9,43.8,37.6,39.9,25.6,69.82,24.1,276.2,1005.4,53.2,4.0,0.07,10.0,2016,6,8,6,0,37,19,15,0
5742,11.0,42.0,29.9,35.4,49.8,31.3,39.5,20.7,43.45,18.4,102.0,998.8,16.0,3.2,0.07,11.0,2016,6,8,5,22,46,19,17,50
5743,12.0,36.2,28.0,32.9,46.2,32.7,41.2,25.6,66.25,22.3,86.4,1001.2,54.2,3.9,0.07,12.0,2016,6,8,4,57,50,18,39,23
5744,13.0,33.9,25.4,28.8,37.3,25.4,30.7,21.7,67.04,11.1,270.0,1004.5,67.4,7.0,0.07,13.0,2016,6,8,5,57,23,19,10,5
5745,14.0,33.7,29.7,31.5,44.2,38.4,40.8,26.7,76.25,14.8,223.8,1004.6,50.0,4.0,0.07,14.0,2016,6,8,5,56,12,19,19,25
5746,0.0,43.0,29.0,35.0,47.6,33.6,40.7,22.8,51.52,20.6,234.7,1002.0,20.7,4.7,0.11,0.0,2016,6,9,5,53,26,19,24,28
5747,2.0,41.0,29.0,34.6,43.3,30.7,36.6,18.8,41.53,29.4,217.5,999.4,34.4,5.5,0.11,2.0,2016,6,9,5,33,43,19,5,44
5748,3.0,35.4,27.0,30.7,42.3,30.1,37.1,25.1,73.33,18.4,209.2,1006.0,49.5,6.7,0.11,3.0,2016,6,9,5,41,51,18,34,32
5749,4.0,33.9,25.0,29.1,38.8,25.0,31.2,21.5,65.3,21.2,269.9,1003.4,88.5,5.0,0.11,4.0,2016,6,9,5,41,6,18,49,48
5750,5.0,39.7,28.7,33.5,40.3,30.3,34.4,17.3,40.43,29.1,277.0,999.6,32.3,4.8,0.11,5.0,2016,6,9,5,41,1,19,10,46
5751,6.0,43.0,32.0,37.7,41.8,30.6,36.8,12.3,23.12,24.1,217.5,997.5,16.0,2.7,0.11,6.0,2016,6,9,5,32,14,19,20,1
5752,7.0,39.6,22.0,33.2,46.0,22.0,38.2,23.1,58.09,25.0,98.2,1001.1,24.2,4.1,0.11,7.0,2016,6,9,5,15,14,19,0,50
5753,8.0,35.0,27.8,30.6,46.7,33.3,38.2,26.1,77.65,16.6,87.7,999.9,53.7,3.6,0.11,8.0,2016,6,9,4,51,17,18,20,25
5754,9.0,39.1,22.0,33.0,46.0,22.0,38.1,23.2,59.09,25.3,92.6,1001.2,26.4,4.1,0.11,9.0,2016,6,9,5,11,56,18,59,24
5755,10.0,34.2,30.9,32.0,43.6,38.1,40.3,25.8,69.91,20.5,264.9,1005.2,52.6,4.1,0.11,10.0,2016,6,9,6,0,40,19,15,20
5756,11.0,41.0,30.0,34.7,49.8,32.0,38.9,20.8,45.87,22.6,126.8,997.8,62.0,2.8,0.11,11.0,2016,6,9,5,22,44,19,18,15
5757,12.0,39.0,27.2,33.8,49.1,30.9,40.8,24.5,59.71,22.3,94.6,999.3,52.5,3.7,0.11,12.0,2016,6,9,4,57,50,18,39,46
5758,13.0,35.1,25.7,29.5,38.3,25.7,31.3,21.4,63.47,14.8,270.0,1004.2,73.7,7.0,0.11,13.0,2016,6,9,5,57,27,19,10,24
5759,14.0,34.2,29.9,31.7,44.6,37.9,41.5,26.9,76.53,14.8,230.0,1004.5,52.5,4.0,0.11,14.0,2016,6,9,5,56,14,19,19,46
5760,0.0,41.0,30.8,34.8,48.4,36.5,41.2,23.7,53.96,18.4,241.3,1002.2,38.3,4.5,0.16,0.0,2016,6,10,5,53,28,19,24,49
5761,1.0,26.6,21.9,23.6,26.6,21.9,23.6,20.9,85.09,22.1,236.7,1009.9,67.1,7.8,0.16,1.0,2016,6,10,5,52,57,18,45,24
5762,2.0,43.1,29.0,35.7,46.6,29.3,37.9,18.8,38.35,25.9,231.9,999.8,24.3,5.5,0.16,2.0,2016,6,10,5,33,45,19,6,5
5763,3.0,36.0,28.9,31.8,43.5,32.7,38.7,24.9,68.31,18.4,196.9,1006.0,44.4,7.0,0.16,3.0,2016,6,10,5,41,57,18,34,49
5764,4.0,35.8,25.0,29.0,38.7,25.0,30.8,21.6,66.39,18.4,258.7,1003.7,76.3,5.3,0.16,4.0,2016,6,10,5,41,11,18,50,7
5765,5.0,39.1,28.1,34.0,41.1,30.8,36.7,20.2,45.98,31.7,260.9,1000.6,33.6,4.9,0.16,5.0,2016,6,10,5,41,3,19,11,7
5766,6.0,42.0,32.4,36.7,42.8,31.6,37.5,16.1,30.86,24.1,220.6,997.5,24.1,2.8,0.16,6.0,2016,6,10,5,32,15,19,20,24
5767,7.0,43.5,29.0,35.6,49.9,33.6,42.5,24.0,54.63,13.9,142.0,1001.2,30.4,4.1,0.16,7.0,2016,6,10,5,15,15,19,1,13
5768,8.0,37.0,27.0,32.2,47.3,31.2,41.1,26.3,72.73,14.8,195.3,999.6,47.3,3.1,0.16,8.0,2016,6,10,4,51,19,18,20,46
5769,9.0,43.6,29.0,35.6,49.9,33.6,42.7,24.1,55.06,13.8,142.2,1001.4,32.0,4.1,0.16,9.0,2016,6,10,5,11,57,18,59,47
5770,10.0,33.9,30.8,31.8,44.4,38.6,40.3,26.0,71.32,24.1,262.3,1005.9,57.3,3.7,0.16,10.0,2016,6,10,6,0,45,19,15,39
5771,11.0,42.3,29.1,34.7,51.5,29.7,37.7,19.3,41.15,30.5,150.1,997.9,51.1,2.8,0.16,11.0,2016,6,10,5,22,43,19,18,39
5772,12.0,39.2,27.8,34.1,47.7,30.0,41.2,24.3,57.64,11.2,111.5,999.4,23.9,3.9,0.16,12.0,2016,6,10,4,57,51,18,40,9
5773,13.0,30.3,25.7,27.8,32.6,25.7,29.6,21.3,68.24,7.6,270.0,1005.7,79.9,7.0,0.16,13.0,2016,6,10,5,57,31,19,10,44
5774,14.0,34.4,30.1,31.9,45.7,38.7,42.0,27.0,75.88,14.8,235.0,1004.9,56.2,4.0,0.16,14.0,2016,6,10,5,56,17,19,20,6
5775,0.0,41.0,30.0,34.9,47.2,34.1,40.7,23.2,52.02,25.9,246.3,1003.0,43.0,4.5,0.21,0.0,2016,6,11,5,53,31,19,25,10
5776,2.0,41.0,30.0,35.9,43.6,32.5,38.5,19.4,39.68,31.7,272.9,999.7,32.9,5.5,0.21,2.0,2016,6,11,5,33,48,19,6,26
5777,3.0,37.2,28.0,32.3,44.6,31.3,38.2,23.9,62.53,20.5,214.3,1006.2,42.2,6.9,0.21,3.0,2016,6,11,5,42,5,18,35,6
5778,4.0,31.8,25.0,27.5,37.2,25.0,29.5,22.6,74.99,23.2,271.4,1004.7,85.3,4.7,0.21,4.0,2016,6,11,5,41,16,18,50,25
5779,5.0,38.1,28.4,33.9,40.7,31.6,36.8,20.4,47.1,31.7,263.7,1001.1,32.9,4.9,0.21,5.0,2016,6,11,5,41,6,19,11,27
5780,6.0,40.2,29.1,34.5,42.2,31.3,36.1,18.4,40.45,24.1,169.4,998.9,45.5,2.8,0.21,6.0,2016,6,11,5,32,16,19,20,47
5781,7.0,43.5,32.0,37.2,54.9,38.7,44.8,23.8,48.75,17.5,233.6,1002.4,36.8,4.1,0.21,7.0,2016,6,11,5,15,16,19,1,35
5782,8.0,40.0,28.0,33.0,52.2,33.6,42.8,26.5,70.2,18.4,182.4,998.7,47.8,3.2,0.21,8.0,2016,6,11,4,51,23,18,21,7
5783,9.0,43.6,32.0,37.3,54.9,38.7,45.2,24.0,49.29,17.4,237.9,1002.6,38.8,4.1,0.21,9.0,2016,6,11,5,11,58,19,0,9
5784,10.0,31.1,26.4,29.8,40.7,26.4,37.0,26.2,81.01,22.3,219.8,1006.8,78.6,3.1,0.21,10.0,2016,6,11,6,0,50,19,15,58
5785,11.0,39.3,26.1,32.4,44.7,26.1,35.1,20.7,52.42,27.7,195.2,998.6,62.9,3.0,0.21,11.0,2016,6,11,5,22,44,19,19,2
5786,12.0,39.5,30.8,35.7,51.1,38.9,46.0,26.1,58.89,18.4,105.3,997.6,36.9,3.8,0.21,12.0,2016,6,11,4,57,53,18,40,30
5787,13.0,29.6,25.9,27.5,31.4,25.9,28.5,21.0,68.28,11.2,270.0,1006.8,88.2,8.0,0.21,13.0,2016,6,11,5,57,36,19,11,2
5788,14.0,34.4,30.2,31.6,45.9,38.6,41.6,27.0,76.95,14.8,235.0,1005.6,63.7,4.0,0.21,14.0,2016,6,11,5,56,21,19,20,26
5789,0.0,43.0,30.0,35.0,47.6,34.1,40.1,22.5,50.48,22.3,250.0,1003.0,32.4,4.6,0.26,0.0,2016,6,12,5,53,35,19,25,30
5790,2.0,40.0,29.0,34.6,42.6,32.0,37.5,20.2,45.02,33.5,268.9,1000.4,34.3,5.6,0.26,2.0,2016,6,12,5,33,52,19,6,46
5791,3.0,37.0,29.0,32.3,42.3,32.0,37.6,23.3,60.27,20.5,226.2,1006.2,43.2,7.0,0.26,3.0,2016,6,12,5,42,12,18,35,23
5792,4.0,33.8,25.0,28.4,38.0,25.0,30.3,21.6,67.72,23.2,291.3,1004.5,87.0,4.9,0.26,4.0,2016,6,12,5,41,23,18,50,43
5793,5.0,38.1,27.9,32.9,39.3,30.6,35.0,19.8,48.45,33.5,268.4,1000.9,19.1,4.6,0.26,5.0,2016,6,12,5,41,11,19,11,47
5794,6.0,40.1,29.0,34.4,42.6,30.3,35.6,17.7,38.42,18.4,189.5,998.5,45.7,2.7,0.26,6.0,2016,6,12,5,32,19,19,21,8
5795,7.0,42.0,32.0,36.5,48.5,34.9,41.2,21.6,42.92,16.6,301.2,1000.4,50.1,4.2,0.26,7.0,2016,6,12,5,15,19,19,1,56
5796,8.0,34.0,29.0,31.6,49.5,36.8,43.2,27.9,81.09,25.9,179.3,999.6,71.5,3.4,0.26,8.0,2016,6,12,4,51,27,18,21,27
5797,9.0,42.0,32.0,36.5,48.5,34.9,41.2,21.6,43.18,16.6,306.6,1000.5,55.6,4.2,0.26,9.0,2016,6,12,5,12,1,19,0,31
5798,10.0,33.8,28.9,31.3,44.0,36.5,40.2,26.5,76.06,24.1,245.3,1006.6,70.1,3.3,0.26,10.0,2016,6,12,6,0,55,19,16,16
5799,11.0,39.2,27.0,34.2,43.2,27.7,36.3,19.2,42.5,14.8,243.0,998.1,36.5,3.5,0.26,11.0,2016,6,12,5,22,46,19,19,25
5800,12.0,39.8,25.6,31.1,51.6,25.6,38.1,26.0,76.19,18.4,126.1,998.1,71.2,3.1,0.26,12.0,2016,6,12,4,57,56,18,40,51
5801,13.0,31.3,26.2,28.4,33.6,26.2,30.2,21.3,66.26,14.7,270.0,1006.1,67.0,7.4,0.26,13.0,2016,6,12,5,57,42,19,11,21
5802,14.0,34.1,30.1,31.9,45.1,39.0,41.4,26.7,74.52,16.6,237.5,1005.7,50.0,4.0,0.26,14.0,2016,6,12,5,56,26,19,20,45
5803,0.0,42.0,30.7,34.8,48.5,35.1,40.2,22.7,51.06,22.3,251.4,1003.3,36.2,4.7,0.31,0.0,2016,6,13,5,53,41,19,25,49
5804,2.0,39.0,29.1,34.9,41.0,31.5,36.6,18.4,39.25,36.9,264.3,1000.5,17.9,5.5,0.31,2.0,2016,6,13,5,33,58,19,7,6
5805,3.0,38.0,29.9,33.1,43.9,33.3,38.6,23.4,58.17,22.3,239.2,1006.5,42.8,6.9,0.31,3.0,2016,6,13,5,42,21,18,35,39
5806,4.0,32.6,25.0,28.4,36.1,25.0,30.5,21.7,67.87,26.8,274.0,1005.0,86.8,5.0,0.31,4.0,2016,6,13,5,41,30,18,51,1
5807,5.0,36.6,27.7,31.9,38.4,30.2,34.1,20.0,51.07,33.5,268.0,1001.8,22.3,4.2,0.31,5.0,2016,6,13,5,41,16,19,12,6
5808,6.0,40.0,31.0,35.8,42.4,31.8,38.2,18.8,38.58,27.7,240.9,998.6,40.2,2.7,0.31,6.0,2016,6,13,5,32,23,19,21,29
5809,7.0,43.0,32.1,37.6,49.8,35.5,42.7,21.8,41.66,16.6,298.9,1000.5,55.0,4.4,0.31,7.0,2016,6,13,5,15,23,19,2,17
5810,8.0,30.0,25.0,26.5,38.8,25.0,28.4,24.9,90.76,22.3,111.7,1000.7,82.2,2.9,0.31,8.0,2016,6,13,4,51,33,18,21,46
5811,9.0,43.0,32.1,37.6,49.8,35.5,42.7,21.8,41.7,16.6,297.0,1000.5,56.4,4.4,0.31,9.0,2016,6,13,5,12,5,19,0,51
5812,10.0,34.9,30.1,31.9,44.4,37.3,40.3,26.0,71.21,24.1,256.2,1007.1,51.2,3.4,0.31,10.0,2016,6,13,6,1,2,19,16,34
5813,11.0,40.8,28.2,34.8,47.8,30.3,38.9,21.3,46.72,37.1,250.1,997.6,56.3,2.9,0.31,11.0,2016,6,13,5,22,49,19,19,46
5814,12.0,37.0,24.0,32.0,48.1,24.0,39.4,25.3,69.08,14.8,112.2,998.5,52.8,3.9,0.31,12.0,2016,6,13,4,58,0,18,41,11
5815,13.0,32.6,25.7,28.9,35.1,25.7,30.7,21.3,64.61,18.4,270.0,1006.4,60.0,7.4,0.31,13.0,2016,6,13,5,57,49,19,11,39
5816,14.0,34.1,30.1,31.6,45.1,37.7,40.7,26.5,74.84,16.6,250.0,1006.2,32.5,4.0,0.31,14.0,2016,6,13,5,56,32,19,21,4
5817,0.0,41.0,30.0,34.9,46.1,34.2,40.0,22.5,49.93,27.7,247.5,1002.5,44.2,4.6,0.35,0.0,2016,6,14,5,53,47,19,26,8
5818,2.0,37.8,29.0,33.8,39.0,31.3,35.6,18.8,42.33,33.3,273.6,1000.0,31.1,5.5,0.35,2.0,2016,6,14,5,34,4,19,7,24
5819,3.0,37.5,29.0,33.2,43.2,31.4,37.8,22.4,53.68,20.5,243.7,1005.5,43.3,6.9,0.35,3.0,2016,6,14,5,42,30,18,35,55
5820,4.0,36.7,24.0,30.6,39.0,24.0,32.1,20.2,56.94,27.5,275.6,1003.2,67.1,5.6,0.35,4.0,2016,6,14,5,41,38,18,51,18
5821,5.0,36.1,26.9,31.3,38.2,28.7,33.3,19.9,52.47,33.5,268.0,1001.2,38.6,4.9,0.35,5.0,2016,6,14,5,41,23,19,12,25
5822,6.0,39.0,30.9,35.2,39.8,31.9,36.7,18.2,37.75,29.5,270.3,997.8,42.2,2.7,0.35,6.0,2016,6,14,5,32,28,19,21,49
5823,7.0,41.5,32.0,36.7,47.9,34.9,41.6,21.9,43.29,16.6,265.0,995.0,25.2,4.4,0.35,7.0,2016,6,14,5,15,28,19,2,36
5824,8.0,31.0,24.7,27.9,40.6,24.7,32.3,25.3,85.75,16.8,151.8,999.8,80.2,3.3,0.35,8.0,2016,6,14,4,51,39,18,22,4
5825,9.0,41.6,32.0,36.7,47.9,34.9,41.8,22.0,43.46,17.4,264.0,995.0,26.5,4.5,0.35,9.0,2016,6,14,5,12,10,19,1,11
5826,10.0,33.6,29.4,31.3,42.1,36.2,39.2,25.8,72.77,25.9,251.2,1006.5,53.2,3.1,0.35,10.0,2016,6,14,6,1,10,19,16,52
5827,11.0,36.0,25.0,31.5,46.9,25.0,36.5,22.9,60.66,29.5,227.1,997.4,80.0,3.0,0.35,11.0,2016,6,14,5,22,53,19,20,6
5828,12.0,36.8,27.0,31.3,49.0,29.6,38.3,24.9,69.27,20.5,88.8,997.6,58.2,3.4,0.35,12.0,2016,6,14,4,58,5,18,41,31
5829,13.0,33.1,25.7,28.8,35.0,25.7,30.0,20.6,62.84,16.6,272.5,1005.8,48.8,7.0,0.35,13.0,2016,6,14,5,57,57,19,11,56
5830,14.0,34.2,30.1,31.7,44.0,38.2,41.1,26.6,74.82,18.4,235.0,1005.5,40.0,4.0,0.35,14.0,2016,6,14,5,56,39,19,21,22
5831,0.0,42.0,30.0,34.6,45.4,34.1,38.7,21.6,48.99,29.5,238.3,1000.5,34.3,4.2,0.39,0.0,2016,6,15,5,53,54,19,26,26
5832,2.0,37.0,28.0,32.7,38.6,30.1,34.5,19.2,46.71,40.0,263.7,998.7,40.4,5.3,0.39,2.0,2016,6,15,5,34,11,19,7,42
5833,3.0,37.0,29.0,33.0,40.5,30.8,36.2,20.9,49.86,24.1,231.1,1004.3,42.4,6.7,0.39,3.0,2016,6,15,5,42,40,18,36,10
5834,4.0,36.8,25.0,30.5,38.4,25.0,32.0,19.8,55.37,24.1,261.3,1002.1,54.4,5.7,0.39,4.0,2016,6,15,5,41,47,18,51,34
5835,5.0,36.1,26.1,31.2,37.7,26.1,33.0,19.9,52.4,33.5,263.0,999.6,44.4,4.9,0.39,5.0,2016,6,15,5,41,30,19,12,42
5836,6.0,39.0,31.8,35.0,39.8,33.6,36.4,18.0,37.71,35.3,272.0,995.6,27.8,2.6,0.39,6.0,2016,6,15,5,32,34,19,22,7
5837,7.0,40.0,26.0,32.4,48.5,26.0,37.4,24.2,65.48,21.4,246.9,998.3,72.8,3.5,0.39,7.0,2016,6,15,5,15,34,19,2,55
5838,8.0,35.0,27.3,30.8,42.2,30.9,37.3,25.0,72.45,14.8,198.6,998.8,62.1,3.6,0.39,8.0,2016,6,15,4,51,46,18,22,22
5839,9.0,40.0,25.6,32.5,48.5,25.6,37.6,24.2,65.11,21.5,243.7,998.3,73.5,3.5,0.39,9.0,2016,6,15,5,12,16,19,1,30
5840,10.0,33.2,29.4,31.4,42.1,36.9,39.6,26.0,73.42,25.9,239.8,1005.0,55.7,3.1,0.39,10.0,2016,6,15,6,1,18,19,17,9
5841,11.0,38.3,30.0,33.8,48.3,32.5,40.1,23.7,56.71,17.8,137.0,995.5,60.9,2.8,0.39,11.0,2016,6,15,5,22,59,19,20,25
5842,12.0,37.2,28.0,31.9,46.2,32.7,39.1,25.3,70.29,14.8,131.6,997.9,54.7,3.5,0.39,12.0,2016,6,15,4,58,12,18,41,49
5843,13.0,32.3,25.2,28.3,34.0,25.2,29.4,19.9,61.27,16.6,270.0,1004.7,56.2,7.0,0.39,13.0,2016,6,15,5,58,5,19,12,13
5844,14.0,33.9,30.1,31.7,43.9,37.3,40.6,26.4,73.9,18.4,235.0,1003.7,55.0,4.0,0.39,14.0,2016,6,15,5,56,47,19,21,39
5845,0.0,41.0,30.0,34.7,43.6,33.3,37.8,20.5,45.71,27.7,247.5,1000.7,34.4,4.5,0.43,0.0,2016,6,16,5,54,2,19,26,43
5846,2.0,39.0,28.0,33.2,41.0,29.8,34.7,18.7,44.76,27.7,258.8,999.0,28.1,5.3,0.43,2.0,2016,6,16,5,34,19,19,7,59
5847,3.0,36.0,30.0,32.5,42.1,31.9,36.9,22.5,56.31,24.1,219.8,1003.3,51.7,6.9,0.43,3.0,2016,6,16,5,42,50,18,36,26
5848,4.0,36.8,25.0,31.5,39.3,25.0,32.8,19.1,50.1,24.1,266.7,1001.0,47.3,5.6,0.43,4.0,2016,6,16,5,41,56,18,51,50
5849,5.0,35.1,26.7,31.4,37.0,26.7,33.0,19.6,50.9,29.5,271.5,999.9,40.9,4.8,0.43,5.0,2016,6,16,5,41,38,19,12,59
5850,6.0,40.0,32.1,36.3,41.2,33.4,37.4,17.1,33.08,24.1,229.2,996.6,14.3,2.9,0.43,6.0,2016,6,16,5,32,41,19,22,25
5851,7.0,36.5,28.0,31.8,47.0,33.6,39.2,25.5,71.16,15.7,95.5,997.7,68.0,4.1,0.43,7.0,2016,6,16,5,15,42,19,3,13
